can_nam,year,label,can_par_aff,can_inc_cha_ope_sea,dem_per,gop_per,ind_con,tot_con,tot_rec,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,tot_rec_final,cov_sta,cov_end
"Gibson, Christopher P",2014,NY-19,REP,INCUMBENT,35.0,65.0,230213.4,366563.4,461788.57,33145.29,1485818.5,1914461.78,3173356.95,2014-06-05 00:00:00,2014-06-30 00:00:00
"Eldridge, Sean",2014,NY-19,DEM,CHALLENGER,35.0,65.0,180876.22,608706.22,620292.13,75118.82,1561046.55,2106219.86,6432439.33,2014-06-05 00:00:00,2014-06-30 00:00:00
"Fischer, James M",2014,NY-20,REP,CHALLENGER,61.2,38.8,17705.0,17705.0,17705.0,6766.99,11042.76,21980.77,147573.99,2014-06-05 00:00:00,2014-06-30 00:00:00
"Dieterich, Robert J",2012,NY-20,REP,CHALLENGER,68.4,31.6,28292.67,34182.42,34424.74,28263.51,25472.11,31633.34,248450.2,2012-06-07 00:00:00,2012-06-30 00:00:00
"Tonko, Paul David",2012,NY-20,DEM,INCUMBENT,68.4,31.6,42245.75,91295.75,92795.75,23922.74,443592.36,512465.37,974898.84,2012-06-07 00:00:00,2012-06-30 00:00:00
"Tonko, Paul David",2014,NY-20,DEM,INCUMBENT,61.2,38.8,33902.71,92217.71,92318.51,38394.16,518027.18,571951.53,1014130.84,2014-06-05 00:00:00,2014-06-30 00:00:00
"Stefanik, Elise M.",2014,NY-21,REP,OPEN,33.5,55.2,61338.63,88238.63,177055.3,209371.11,184419.09,152103.28,1950717.8,2014-06-05 00:00:00,2014-06-30 00:00:00
"Woolf, Aaron",2014,NY-21,DEM,OPEN,33.5,55.2,110942.58,207972.58,408078.23,27328.29,377084.52,757834.46,2045350.46,2014-06-05 00:00:00,2014-06-30 00:00:00
"Doheny, Matthew",2012,NY-21,REP,CHALLENGER,50.3,48.1,91618.73,113118.73,117905.69,80179.27,482876.76,520603.18,2449689.69,2012-06-07 00:00:00,2012-06-30 00:00:00
"Owens, William",2012,NY-21,DEM,INCUMBENT,50.3,48.1,55567.0,161815.35,163174.29,22648.05,752994.89,893521.13,1997478.15,2012-06-07 00:00:00,2012-06-30 00:00:00
"Lamb, Dan",2012,NY-22,DEM,OPEN,39.1,60.9,51816.99,67891.99,67895.98,7731.73,60184.75,120349.0,337978.93,2012-06-07 00:00:00,2012-06-30 00:00:00
"Hanna, Richard",2012,NY-22,REP,INCUMBENT,39.1,60.9,20727.0,87092.62,87111.09,36568.5,356574.93,407117.52,1096314.9,2012-06-07 00:00:00,2012-06-30 00:00:00
"Shinagawa, Nathan",2012,NY-23,OTH,OPEN,48.1,51.9,94164.42,120781.18,132104.28,78301.72,61937.04,115739.6,829456.07,2012-06-07 00:00:00,2012-06-30 00:00:00
"Reed, Thomas W Ii",2012,NY-23,REP,INCUMBENT,48.1,51.9,36460.14,163768.14,189031.56,46293.92,690992.23,833729.87,2107794.45,2012-06-07 00:00:00,2012-06-30 00:00:00
"Robertson, Martha",2014,NY-23,DEM,CHALLENGER,37.4,62.6,210038.92,283586.65,283586.65,36029.71,882440.14,1129997.08,2302212.1,2014-06-05 00:00:00,2014-06-30 00:00:00
"Reed, Thomas W Ii",2014,NY-23,REP,INCUMBENT,37.4,62.6,74066.0,255260.17,341187.36,228636.37,1161754.8,1274305.79,3441589.97,2014-06-05 00:00:00,2014-06-30 00:00:00
"Katko, John M",2014,NY-24,REP,CHALLENGER,40.1,59.9,147802.0,164002.0,164002.0,4220.83,198284.16,358065.33,1029766.17,2014-06-05 00:00:00,2014-06-30 00:00:00
"Maffei, Daniel Benjamin Mr.",2012,NY-24,DEM,CHALLENGER,48.4,43.8,111269.58,224169.58,226594.72,16516.58,670188.76,880266.9,2032959.47,2012-06-07 00:00:00,2012-06-30 00:00:00
"Buerkle, Ann Marie",2012,NY-24,REP,INCUMBENT,48.4,43.8,58167.85,113217.85,113217.85,43542.73,676974.85,746649.97,2021185.47,2012-06-07 00:00:00,2012-06-30 00:00:00
"Maffei, Daniel Benjamin Mr.",2014,NY-24,DEM,INCUMBENT,40.1,59.9,97786.31,226674.51,226674.51,30513.37,1256190.74,1452351.88,2710660.58,2014-06-05 00:00:00,2014-06-30 00:00:00
"Assini, Mark W",2014,NY-25,REP,CHALLENGER,50.2,49.8,9057.0,9557.0,9557.0,1491.2,76496.76,84562.56,194023.52,2014-06-05 00:00:00,2014-06-30 00:00:00
"Brooks, Maggie",2012,NY-25,REP,CHALLENGER,57.2,42.8,235685.0,335060.0,335103.57,30552.17,367582.72,672134.12,1464442.01,2012-06-07 00:00:00,2012-06-30 00:00:00
"Slaughter, Louise Mcintosh",2014,NY-25,DEM,INCUMBENT,50.2,49.8,35938.98,79438.98,79438.98,15596.18,440823.45,504666.25,1112376.31,2014-06-05 00:00:00,2014-06-30 00:00:00
"Slaughter, Louise M",2012,NY-25,DEM,INCUMBENT,57.2,42.8,179652.89,295802.89,295871.56,18668.03,688558.16,965761.69,2278708.56,2012-06-07 00:00:00,2012-06-30 00:00:00
"Madigan, Michael H",2012,NY-26,IND,CHALLENGER,74.6,25.4,5500.0,6500.0,8482.21,1505.13,4229.69,11206.77,66087.42,2012-06-07 00:00:00,2012-06-30 00:00:00
"Weppner, Kathleen",2014,NY-26,REP,CHALLENGER,68.9,31.1,1766.0,1766.0,11766.0,3843.98,17982.71,25904.73,88103.0,2014-06-05 00:00:00,2014-06-30 00:00:00
"Higgins, Brian",2012,NY-26,DEM,INCUMBENT,74.6,25.4,59904.0,112899.0,113179.24,30907.85,533059.14,615330.53,1091162.23,2012-06-07 00:00:00,2012-06-30 00:00:00
"Higgins, Brian",2014,NY-26,DEM,INCUMBENT,68.9,31.1,14550.0,42356.0,42356.0,37693.89,654831.32,659493.43,851431.87,2014-06-05 00:00:00,2014-06-30 00:00:00
"Collins, Christopher C",2012,NY-27,REP,CHALLENGER,49.3,50.7,4749.0,4749.0,4749.0,115557.52,176178.51,65369.99,1435521.13,2012-06-07 00:00:00,2012-06-30 00:00:00
"Hochul, Kathleen Courtney",2012,NY-27,DEM,INCUMBENT,49.3,50.7,240919.71,367919.71,617929.83,272453.58,883033.79,1228510.04,4858495.76,2012-06-07 00:00:00,2012-06-30 00:00:00
"Lally, Grant M",2014,NY-3,REP,CHALLENGER,54.5,45.5,21935.0,21935.0,21935.0,32232.69,28170.75,17873.06,175755.47,2014-06-05 00:00:00,2014-06-30 00:00:00
"Labate, Stephen A",2012,NY-3,REP,CHALLENGER,57.5,41.7,31964.5,32464.5,32464.5,5683.62,73528.54,100309.42,286447.5,2012-06-07 00:00:00,2012-06-30 00:00:00
"Israel, Steve J.",2012,NY-3,DEM,INCUMBENT,57.5,41.7,270795.0,353295.0,353296.0,66624.42,862509.29,1149180.87,3190720.72,2012-06-07 00:00:00,2012-06-30 00:00:00
"Israel, Steve J.",2014,NY-3,DEM,INCUMBENT,54.5,45.5,162683.94,302279.7,302318.74,27034.6,1474369.65,1749653.79,3826438.09,2014-06-05 00:00:00,2014-06-30 00:00:00
"Becker, Francis X. Jr.",2012,NY-4,REP,CHALLENGER,61.7,32.4,9045.0,10671.65,10671.65,15323.91,16709.87,12057.61,154905.76,2012-06-07 00:00:00,2012-06-30 00:00:00
"Blakeman, Bruce",2014,NY-4,REP,OPEN,52.7,47.3,140426.0,140926.0,640926.0,276432.12,244755.58,609249.46,1729183.76,2014-06-05 00:00:00,2014-06-30 00:00:00
"Mccarthy, Carolyn",2012,NY-4,DEM,INCUMBENT,61.7,32.4,73748.0,161248.0,161311.84,19251.64,874185.6,1016245.8,2277999.7,2012-06-07 00:00:00,2012-06-30 00:00:00
"Rice, Kathleen",2014,NY-4,DEM,OPEN,52.7,47.3,223899.37,335013.8,335269.3,400322.12,1476188.48,1411135.66,3516854.58,2014-06-05 00:00:00,2014-06-30 00:00:00
"Halloran, Daniel James Iii",2012,NY-6,REP,CHALLENGER,67.7,31.2,8905.0,9155.0,9155.0,9952.57,9760.0,8962.43,181117.0,2012-06-07 00:00:00,2012-06-30 00:00:00
"Meng, Grace",2012,NY-6,DEM,CHALLENGER,67.7,31.2,134849.98,158849.98,280931.46,444238.46,344696.62,181389.62,1852611.33,2012-06-07 00:00:00,2012-06-30 00:00:00
"Kundrata, Frederick Louis Iii",2014,OH-1,DEM,CHALLENGER,36.5,63.5,27070.65,36920.65,199420.65,86522.79,10697.33,123595.19,317167.91,2014-04-17 00:00:00,2014-06-30 00:00:00
"Chabot, Steve",2014,OH-1,REP,INCUMBENT,36.5,63.5,60030.0,136500.52,136500.52,67707.39,667262.36,736055.49,938321.08,2014-04-17 00:00:00,2014-06-30 00:00:00
"Neuhardt, Sharen Swartz",2012,OH-10,DEM,CHALLENGER,36.9,60.2,88581.9,115354.23,115354.23,83627.41,186709.34,218436.16,581390.56,2012-04-01 00:00:00,2012-06-30 00:00:00
"Turner, Michael R",2012,OH-10,REP,INCUMBENT,36.9,60.2,72080.0,145830.0,145830.0,117633.53,421953.15,450149.62,1232450.03,2012-04-01 00:00:00,2012-06-30 00:00:00
"Reese, James",2012,OH-12,DEM,CHALLENGER,36.3,63.7,6250.0,7250.0,7311.1,7133.89,53.85,231.06,25393.48,2012-04-01 00:00:00,2012-06-30 00:00:00
"Tiberi, Patrick J.",2012,OH-12,REP,INCUMBENT,36.3,63.7,225555.0,502305.0,516182.76,216719.45,1667045.03,1966508.34,3375829.85,2012-04-01 00:00:00,2012-06-30 00:00:00
"Agana, Marisha Guzman",2012,OH-13,REP,CHALLENGER,72.5,27.5,4718.61,4718.61,4718.61,9726.41,9231.66,4223.86,52893.51,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ryan, Timothy",2012,OH-13,DEM,INCUMBENT,72.5,27.5,24020.0,80036.53,80036.53,88750.04,241281.28,232567.77,991384.96,2012-04-01 00:00:00,2012-06-30 00:00:00
"Wager, Michael",2014,OH-14,DEM,CHALLENGER,33.0,63.3,100503.48,140415.77,144430.67,93344.74,474814.66,525900.59,991879.32,2014-04-17 00:00:00,2014-06-30 00:00:00
"Joyce, David P",2014,OH-14,REP,INCUMBENT,33.0,63.3,190190.0,411440.0,427653.75,430379.93,1071599.69,1068873.51,2619497.13,2014-04-17 00:00:00,2014-06-30 00:00:00
"Wharton, Richard Scott",2014,OH-15,DEM,CHALLENGER,33.9,66.1,14080.45,20515.45,20515.45,10761.33,3113.56,12867.68,127140.12,2014-04-17 00:00:00,2014-06-30 00:00:00
"Lang, Patrick",2012,OH-15,DEM,CHALLENGER,38.2,61.8,17955.0,28205.0,31205.0,31850.77,5675.53,5029.76,109744.47,2012-04-01 00:00:00,2012-06-30 00:00:00
"Stivers, Steve Mr.",2012,OH-15,REP,INCUMBENT,38.2,61.8,199650.0,368434.66,368493.28,161151.12,929979.09,1137321.25,2748358.32,2012-04-01 00:00:00,2012-06-30 00:00:00
"Stivers, Steve Mr.",2014,OH-15,REP,INCUMBENT,33.9,66.1,133736.0,366836.0,366836.0,214579.61,1132258.7,1284515.09,2736492.85,2014-04-17 00:00:00,2014-06-30 00:00:00
"Crossland, Pete",2014,OH-16,DEM,CHALLENGER,36.2,63.8,3405.0,3405.0,3405.0,4541.67,6642.31,5505.64,37789.0,2014-04-17 00:00:00,2014-06-30 00:00:00
"Sutton, Betty S",2012,OH-16,DEM,INCUMBENT,47.8,52.2,148410.4,293104.06,294127.7,174182.85,783765.63,903710.48,2523935.02,2012-04-01 00:00:00,2012-06-30 00:00:00
"Renacci, James B",2014,OH-16,REP,INCUMBENT,36.2,63.8,110731.56,262307.56,262307.56,81770.55,866013.78,1046550.79,2060080.85,2014-04-17 00:00:00,2014-06-30 00:00:00
"Renacci, James B",2012,OH-16,REP,INCUMBENT,47.8,52.2,286344.23,502078.89,504369.99,186106.67,1231028.98,1549292.3,3371437.93,2012-04-01 00:00:00,2012-06-30 00:00:00
"Tyszkiewicz, Marek",2014,OH-2,DEM,CHALLENGER,33.9,66.1,13785.0,20285.0,167285.0,40344.49,11080.99,138021.5,299476.0,2014-04-17 00:00:00,2014-06-30 00:00:00
"Wenstrup, Brad R Dr.",2014,OH-2,REP,INCUMBENT,33.9,66.1,146208.12,196998.12,196998.12,43404.66,313224.15,466817.61,1079605.28,2014-04-17 00:00:00,2014-06-30 00:00:00
"Long, Chris",2012,OH-3,REP,CHALLENGER,67.8,26.9,9140.0,9140.0,9140.0,4670.98,1308.18,5777.2,25451.3,2012-04-01 00:00:00,2012-06-30 00:00:00
"Beatty, Joyce",2012,OH-3,DEM,CHALLENGER,67.8,26.9,21970.4,123920.4,123920.4,68108.1,72070.97,127883.27,812093.22,2012-04-01 00:00:00,2012-06-30 00:00:00
"Slone, James M",2012,OH-4,DEM,CHALLENGER,36.2,58.7,7843.1,18566.4,18585.84,8701.59,1607.05,11491.3,34166.51,2012-04-01 00:00:00,2012-06-30 00:00:00
"Jordan, James D.",2012,OH-4,REP,INCUMBENT,36.2,58.7,70706.0,120956.0,121481.0,124722.65,1109280.82,1106039.17,1078119.01,2012-04-01 00:00:00,2012-06-30 00:00:00
"Jordan, James D.",2014,OH-4,REP,INCUMBENT,32.2,67.8,67949.9,117804.8,117960.81,302077.59,1110939.21,926822.43,937570.14,2014-04-17 00:00:00,2014-06-30 00:00:00
"Garrett, Janet Patricia",2014,OH-4,DEM,CHALLENGER,32.2,67.8,15078.37,15078.37,15078.37,3379.18,0.0,11699.19,44737.38,2014-04-01 00:00:00,2014-06-30 00:00:00
"Fry, Robert L",2014,OH-5,DEM,CHALLENGER,28.8,66.6,3731.74,6762.63,6762.63,11495.27,6396.27,1663.63,59444.38,2014-04-17 00:00:00,2014-06-30 00:00:00
"Zimmann, Angela Kay",2012,OH-5,DEM,CHALLENGER,38.9,57.6,92647.35,110247.35,111114.21,66909.08,54858.56,99063.69,475664.77,2012-04-01 00:00:00,2012-06-30 00:00:00
"Latta, Robert Edward Mr",2012,OH-5,REP,INCUMBENT,38.9,57.6,76851.0,144101.0,144561.0,78674.84,390489.19,456375.35,1111742.01,2012-04-01 00:00:00,2012-06-30 00:00:00
"Latta, Robert Edward Mr",2014,OH-5,REP,INCUMBENT,28.8,66.6,52688.14,146488.14,146971.24,42767.49,443775.44,547979.19,1217262.88,2014-04-17 00:00:00,2014-06-30 00:00:00
"Garrison, Jennifer D",2014,OH-6,DEM,CHALLENGER,38.6,58.2,39139.3,110083.31,110083.31,108563.32,229260.25,230780.24,949150.8,2014-04-17 00:00:00,2014-06-30 00:00:00
"Wilson, Charles A",2012,OH-6,DEM,CHALLENGER,46.6,53.4,90181.5,184655.21,234655.21,141884.09,409345.06,502116.18,1482726.72,2012-04-01 00:00:00,2012-06-30 00:00:00
"Johnson, Bill",2012,OH-6,REP,INCUMBENT,46.6,53.4,161497.22,277788.33,277790.15,216907.4,869138.05,930020.8,2042739.19,2012-04-01 00:00:00,2012-06-30 00:00:00
"Johnson, Bill",2014,OH-6,REP,INCUMBENT,38.6,58.2,123380.0,340876.69,340877.63,142435.22,1007850.0,1206292.41,2233991.61,2014-04-17 00:00:00,2014-06-30 00:00:00
"Healy-Abrams, Joyce",2012,OH-7,DEM,OPEN,43.3,56.7,84580.42,160080.69,160186.61,135301.09,208041.39,232926.91,960627.37,2012-04-01 00:00:00,2012-06-30 00:00:00
"Gibbs, Bob",2012,OH-7,REP,INCUMBENT,43.3,56.7,167385.0,303570.02,303570.02,36916.49,615776.0,882429.53,1550088.19,2012-04-01 00:00:00,2012-06-30 00:00:00
"Poetter, Thomas ",2014,OH-8,DEM,CHALLENGER,27.3,67.3,43195.0,43295.0,43295.0,14407.07,30805.92,59693.85,193360.14,2014-04-17 00:00:00,2014-06-30 00:00:00
"Boehner, John A.",2014,OH-8,REP,INCUMBENT,27.3,67.3,485350.84,870682.64,2331206.97,2551945.33,2197519.07,1976780.71,18372559.92,2014-04-17 00:00:00,2014-06-30 00:00:00
"Wurzelbacher, Samuel Joseph",2012,OH-9,REP,CHALLENGER,72.6,23.5,95579.75,95579.75,95722.81,163472.05,82481.51,14732.27,426363.08,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kaptur, Marcy C Hon.",2012,OH-9,DEM,INCUMBENT,72.6,23.5,27880.88,129130.88,129130.88,74132.45,105715.32,160713.75,1150008.58,2012-04-01 00:00:00,2012-06-30 00:00:00
"Olson, John Richard",2012,OK-1,DEM,CHALLENGER,32.0,63.5,20458.4,20458.4,20458.4,3066.22,16749.08,34141.26,326146.63,2012-06-07 00:00:00,2012-06-30 00:00:00
"Bridenstine, James Frederick",2012,OK-1,REP,CHALLENGER,32.0,63.5,82086.17,93086.17,93086.17,95408.59,38340.96,36018.54,781983.29,2012-06-07 00:00:00,2012-06-30 00:00:00
"Wallace, Rob",2012,OK-2,DEM,OPEN,38.3,57.3,92390.71,127390.71,127390.71,159634.78,83269.23,51025.16,1220585.94,2012-06-07 00:00:00,2012-06-30 00:00:00
"Mullin, Markwayne",2012,OK-2,REP,OPEN,38.3,57.3,59941.0,67773.0,88923.0,118318.99,181453.13,152057.14,1732310.94,2012-06-07 00:00:00,2012-06-30 00:00:00
"Mcaffrey, Al",2014,OK-5,DEM,OPEN,36.3,60.1,7425.0,7425.0,7425.0,16784.28,15100.88,5741.6,177046.78,2014-06-05 00:00:00,2014-06-30 00:00:00
"Guild, Thomas Eugene",2012,OK-5,DEM,CHALLENGER,37.3,58.7,4338.79,4688.79,9688.79,4927.66,20101.1,24862.23,151632.72,2012-06-07 00:00:00,2012-06-30 00:00:00
"Russell, Steven Dane",2014,OK-5,REP,OPEN,36.3,60.1,65979.0,65979.0,65979.0,40528.76,56561.65,82011.89,847747.56,2014-06-05 00:00:00,2014-06-30 00:00:00
"Lankford, James Paul",2012,OK-5,REP,INCUMBENT,37.3,58.7,45025.0,88525.0,88525.0,16762.8,460132.82,531895.02,1155958.56,2012-06-07 00:00:00,2012-06-30 00:00:00
"Segers, Joyce B",2012,OR-2,DEM,CHALLENGER,29.0,69.0,5183.0,5183.0,5183.0,4952.22,1455.17,1685.95,34471.22,2012-04-26 00:00:00,2012-06-30 00:00:00
"Christofferson, Aelea",2014,OR-2,DEM,CHALLENGER,25.6,70.8,17805.0,25805.0,25805.0,8650.72,10351.6,27505.88,135231.17,2014-05-01 00:00:00,2014-06-30 00:00:00
"Walden, Gregory P Mr.",2012,OR-2,REP,INCUMBENT,29.0,69.0,187504.0,368528.18,368920.87,96101.42,1645762.93,1918582.38,2736873.41,2012-04-26 00:00:00,2012-06-30 00:00:00
"Walden, Gregory P Mr.",2014,OR-2,REP,INCUMBENT,25.6,70.8,173920.2,369252.28,369363.7,1012684.2,1679512.61,1036192.11,3498327.03,2014-05-01 00:00:00,2014-06-30 00:00:00
"Robinson, Art",2014,OR-4,REP,CHALLENGER,58.4,37.9,131660.46,131660.46,131660.46,109067.68,85744.61,108337.39,610712.93,2014-05-01 00:00:00,2014-06-30 00:00:00
"Robinson, Arthur Brouhard",2012,OR-4,REP,CHALLENGER,59.1,39.2,173341.2,182446.2,182446.2,335301.43,201194.26,48339.03,1217007.64,2012-04-26 00:00:00,2012-06-30 00:00:00
"Defazio, Peter A.",2014,OR-4,DEM,INCUMBENT,58.4,37.9,44264.43,141914.43,142016.29,40722.66,476286.85,577580.48,1247992.6,2014-05-01 00:00:00,2014-06-30 00:00:00
"Defazio, Peter A",2012,OR-4,DEM,INCUMBENT,59.1,39.2,92105.04,153605.04,154154.57,98731.54,590148.76,645571.79,1333331.11,2012-04-26 00:00:00,2012-06-30 00:00:00
"Thompson, Fred",2012,OR-5,REP,CHALLENGER,54.1,42.6,2369.12,2369.12,2373.36,5008.6,3171.87,536.63,33207.22,2012-04-26 00:00:00,2012-06-30 00:00:00
"Smith, Tootie",2014,OR-5,REP,CHALLENGER,53.9,39.4,11840.0,11840.0,11840.0,8909.8,3234.33,6164.53,65055.64,2014-05-01 00:00:00,2014-06-30 00:00:00
"Schrader, Kurt",2012,OR-5,DEM,INCUMBENT,54.1,42.6,69172.7,239714.89,239903.46,76743.23,733219.49,896379.72,1781164.17,2012-04-26 00:00:00,2012-06-30 00:00:00
"Schrader, Kurt",2014,OR-5,DEM,INCUMBENT,53.9,39.4,91259.74,219759.74,228794.55,49623.49,1165748.99,1344920.05,1637572.29,2014-05-01 00:00:00,2014-06-30 00:00:00
"Brady, Robert A",2014,PA-1,DEM,INCUMBENT,82.9,17.1,6700.0,62100.0,62155.98,71064.67,768682.2,759773.51,722246.43,2014-05-01 00:00:00,2014-06-30 00:00:00
"Rath, Megan Ann",2014,PA-1,REP,CHALLENGER,82.9,17.1,17256.46,17256.46,17256.46,3040.18,0.0,14216.28,46806.46,2014-04-01 00:00:00,2014-06-30 00:00:00
"Scollo, Philip",2012,PA-10,DEM,CHALLENGER,34.1,65.9,57245.0,60543.0,60543.0,35014.71,10142.0,35670.29,190887.0,2012-04-05 00:00:00,2012-06-30 00:00:00
"Brion, Scott Floyd",2014,PA-10,DEM,CHALLENGER,24.8,62.5,52312.69,63329.81,63329.81,33975.14,31556.36,60911.03,193889.61,2014-05-01 00:00:00,2014-06-30 00:00:00
"Marino, Thomas Anthony",2012,PA-10,REP,INCUMBENT,34.1,65.9,46277.76,99577.76,99577.76,88530.05,290741.13,301788.84,827493.0,2012-04-05 00:00:00,2012-06-30 00:00:00
"Marino, Thomas Anthony",2014,PA-10,REP,INCUMBENT,24.8,62.5,65705.0,182355.0,182355.0,31933.51,395757.03,546178.52,1044877.76,2014-05-01 00:00:00,2014-06-30 00:00:00
"Critz, Mark",2012,PA-12,DEM,INCUMBENT,48.2,51.8,269682.7,555346.39,605504.43,409413.51,232183.89,428274.81,2704390.08,2012-04-05 00:00:00,2012-06-30 00:00:00
"Rothfus, Keith Mr.",2012,PA-12,REP,CHALLENGER,48.2,51.8,246100.01,386500.01,391211.36,130767.23,384491.53,644935.66,2002960.36,2012-04-05 00:00:00,2012-06-30 00:00:00
"Rooney, Joseph James",2012,PA-13,REP,CHALLENGER,68.9,31.1,34463.39,43207.49,53207.49,37178.34,7584.78,23613.93,172972.01,2012-04-05 00:00:00,2012-06-30 00:00:00
"Adcock, Carson Dee",2014,PA-13,REP,OPEN,67.1,32.9,30569.99,30569.99,148569.99,235159.28,101660.75,15071.46,539202.58,2014-05-01 00:00:00,2014-06-30 00:00:00
"Boyle, Brendan F",2014,PA-13,DEM,OPEN,67.1,32.9,40282.03,116585.19,186585.19,214869.05,180981.44,152697.58,1371504.12,2014-05-01 00:00:00,2014-06-30 00:00:00
"Schwartz, Allyson Y.",2012,PA-13,DEM,INCUMBENT,68.9,31.1,206489.0,399415.12,403026.58,166566.1,2645595.24,2882055.72,2904421.74,2012-04-05 00:00:00,2012-06-30 00:00:00
"Lessmann, Hans F",2012,PA-14,OTH,CHALLENGER,76.9,23.1,12470.0,13495.0,13495.0,2740.26,1101.41,11856.15,38920.0,2012-04-05 00:00:00,2012-06-30 00:00:00
"Doyle, Mike",2012,PA-14,DEM,INCUMBENT,76.9,23.1,28213.84,124464.1,130713.8,146631.43,309147.6,293229.97,870614.07,2012-04-05 00:00:00,2012-06-30 00:00:00
"Daugherty, Richard D",2012,PA-15,DEM,CHALLENGER,43.3,56.7,6271.06,7771.06,7771.06,9093.74,4443.8,3121.12,45805.68,2012-04-05 00:00:00,2012-06-30 00:00:00
"Dent, Charles W Rep",2012,PA-15,REP,INCUMBENT,43.3,56.7,92716.0,213666.0,215577.01,118489.86,516895.13,613982.28,1706451.47,2012-04-05 00:00:00,2012-06-30 00:00:00
"Houghton, Thomas",2014,PA-16,DEM,CHALLENGER,42.2,57.8,22749.5,22949.5,22949.5,16114.76,9126.39,15961.13,153933.73,2014-05-01 00:00:00,2014-06-30 00:00:00
"Strader, Aryanna",2012,PA-16,DEM,CHALLENGER,38.9,55.0,9124.56,10286.79,10286.79,37285.86,30715.25,3716.18,85088.74,2012-04-05 00:00:00,2012-06-30 00:00:00
"Pitts, Joseph R.",2012,PA-16,REP,INCUMBENT,38.9,55.0,67885.63,225385.63,225434.96,135330.66,414917.33,505021.63,1312423.57,2012-04-05 00:00:00,2012-06-30 00:00:00
"Pitts, Joseph R",2014,PA-16,REP,INCUMBENT,42.2,57.8,13320.0,155320.0,155320.0,76710.12,427762.0,506371.88,1287842.77,2014-05-01 00:00:00,2014-06-30 00:00:00
"Maggi, Lawrence Owen",2012,PA-18,DEM,CHALLENGER,36.0,64.0,156153.74,203903.74,203903.74,62875.41,266742.96,407771.29,690205.26,2012-04-05 00:00:00,2012-06-30 00:00:00
"Murphy, Tim",2012,PA-18,REP,INCUMBENT,36.0,64.0,128485.0,290775.0,312126.46,675439.5,1388549.8,1025236.76,2386295.47,2012-04-05 00:00:00,2012-06-30 00:00:00
"Mansfield, Robert Allen",2012,PA-2,REP,CHALLENGER,89.4,9.4,76.0,3076.0,3076.0,3108.42,693.53,661.11,12186.0,2012-04-05 00:00:00,2012-06-30 00:00:00
"Fattah, Chaka Mr.",2012,PA-2,DEM,INCUMBENT,89.4,9.4,23830.0,81580.0,82602.5,98780.15,91057.42,74879.77,554638.34,2012-04-05 00:00:00,2012-06-30 00:00:00
"Eaton, Melissa Ann",2012,PA-3,DEM,CHALLENGER,41.1,54.7,50193.21,83843.21,83843.21,79073.92,16712.22,21481.51,251336.93,2012-04-05 00:00:00,2012-06-30 00:00:00
"Lavallee, Daniel",2014,PA-3,DEM,CHALLENGER,39.5,60.5,86725.0,108025.0,108998.79,47316.76,51850.31,113532.34,408902.74,2014-05-01 00:00:00,2014-06-30 00:00:00
"Kelly, George J Jr J. Jr.",2012,PA-3,REP,INCUMBENT,41.1,54.7,62501.76,164751.76,167227.28,87646.25,309557.34,389138.37,1146861.9,2012-04-05 00:00:00,2012-06-30 00:00:00
"Kelly, George J Jr",2014,PA-3,REP,INCUMBENT,39.5,60.5,71975.59,204475.59,204477.25,60464.4,545390.22,689403.07,1648321.46,2014-05-01 00:00:00,2014-06-30 00:00:00
"Perkinson, Harry Ebiff Jr",2012,PA-4,DEM,CHALLENGER,34.4,59.7,15000.0,15150.0,19067.54,20789.79,11303.5,9581.25,88971.09,2012-04-05 00:00:00,2012-06-30 00:00:00
"Perry, Scott",2012,PA-4,REP,CHALLENGER,34.4,59.7,72550.88,110325.88,115332.32,187429.41,84078.5,11981.41,529958.01,2012-04-05 00:00:00,2012-06-30 00:00:00
"Dumas, Charles",2012,PA-5,DEM,CHALLENGER,37.1,62.9,3945.0,5266.12,5266.12,4900.44,400.0,765.68,35821.68,2012-04-01 00:00:00,2012-06-30 00:00:00
"Taylor, Kerith Strano",2014,PA-5,DEM,CHALLENGER,36.4,63.6,23115.5,25115.5,25115.5,22623.29,6880.75,9372.96,164713.19,2014-05-01 00:00:00,2014-06-30 00:00:00
"Thompson, Glenn",2012,PA-5,REP,INCUMBENT,37.1,62.9,115112.64,206182.27,206246.92,152370.0,181533.79,235410.71,1263884.89,2012-04-05 00:00:00,2012-06-30 00:00:00
"Thompson, Glenn Mr",2014,PA-5,REP,INCUMBENT,36.4,63.6,94519.79,194019.79,194043.44,73029.35,278525.48,399539.57,1324739.64,2014-05-01 00:00:00,2014-06-30 00:00:00
"Trivedi, Manan",2014,PA-6,DEM,OPEN,43.8,56.2,149368.99,236469.99,236469.99,59293.16,164218.51,341395.34,947826.52,2014-05-01 00:00:00,2014-06-30 00:00:00
"Costello, Ryan A",2014,PA-6,REP,OPEN,43.8,56.2,276185.0,600174.89,600174.89,103831.52,312643.54,808986.91,1796442.62,2014-05-01 00:00:00,2014-06-30 00:00:00
"Trivedi, Manan",2012,PA-6,DEM,CHALLENGER,43.0,57.0,178780.17,265308.34,265308.34,99811.9,360520.62,526017.06,1333552.43,2012-04-05 00:00:00,2012-06-30 00:00:00
